codigo,categoria,bloque,materia,codigo_id,fecha_actualizacion,url_codigo,pdf_url,epub_url,marca_tiempo
Código del Sector Hortofrutícola: Frutos Rojos,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,340_Codigo_del_Sector_Hortofruticola_Frutos_Rojos,24/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=340_Codigo_del_Sector_Hortofruticola_Frutos_Rojos&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=340_Codigo_del_Sector_Hortofruticola_Frutos_Rojos.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=340_Codigo_del_Sector_Hortofruticola_Frutos_Rojos.epub,2026-09-11T05:30:01Z
Código del Sector Vitivinícola,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,218_Codigo_del_Sector_Vitivinicola,19/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=218_Codigo_del_Sector_Vitivinicola&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=218_Codigo_del_Sector_Vitivinicola.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=218_Codigo_del_Sector_Vitivinicola.epub,2026-09-11T05:30:01Z
Código de la Cerveza,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,265_Codigo_de_la_Cerveza,11/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=265_Codigo_de_la_Cerveza&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=265_Codigo_de_la_Cerveza.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=265_Codigo_de_la_Cerveza.epub,2026-09-11T05:30:01Z
Código de la Sidra,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,263_Codigo_de_la_Sidra,24/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=263_Codigo_de_la_Sidra&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=263_Codigo_de_la_Sidra.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=263_Codigo_de_la_Sidra.epub,2026-09-11T05:30:01Z
Código del Sector del Aceite,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,290_Codigo_del_Sector_del_Aceite_,08/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=290_Codigo_del_Sector_del_Aceite_&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=290_Codigo_del_Sector_del_Aceite_.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=290_Codigo_del_Sector_del_Aceite_.epub,2026-09-11T05:30:01Z
Código del Sector de Productos Lácteos,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,197_Codigo_del_Sector_de_Productos_Lacteos,08/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=197_Codigo_del_Sector_de_Productos_Lacteos&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=197_Codigo_del_Sector_de_Productos_Lacteos.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=197_Codigo_del_Sector_de_Productos_Lacteos.epub,2026-09-11T05:30:01Z
Código de Protección y Bienestar Animal,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,204_Codigo_de_Proteccion_y_Bienestar_Animal,11/02/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=204_Codigo_de_Proteccion_y_Bienestar_Animal&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=204_Codigo_de_Proteccion_y_Bienestar_Animal.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=204_Codigo_de_Proteccion_y_Bienestar_Animal.epub,2026-09-11T05:30:01Z
Código de Animales de Compañía,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,210_Codigo_de_Animales_de_Compania,05/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=210_Codigo_de_Animales_de_Compania&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=210_Codigo_de_Animales_de_Compania.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=210_Codigo_de_Animales_de_Compania.epub,2026-09-11T05:30:01Z
Código de Caza,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,095_Codigo_de_Caza,20/02/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=095_Codigo_de_Caza&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=095_Codigo_de_Caza.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=095_Codigo_de_Caza.epub,2026-09-11T05:30:01Z
Código de Pesca y Acuicultura (I) Aspectos Generales,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,385_Codigo_de_Pesca_y_Acuicultura_I_Aspectos_Generales,10/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=385_Codigo_de_Pesca_y_Acuicultura_I_Aspectos_Generales&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=385_Codigo_de_Pesca_y_Acuicultura_I_Aspectos_Generales.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=385_Codigo_de_Pesca_y_Acuicultura_I_Aspectos_Generales.epub,2026-09-11T05:30:01Z
Código de Pesca y Acuicultura (II) Capacitación Profesional,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,421_Codigo_de_Pesca_y_Acuicultura_II_Capacitacion_Profesional,05/11/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=421_Codigo_de_Pesca_y_Acuicultura_II_Capacitacion_Profesional&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=421_Codigo_de_Pesca_y_Acuicultura_II_Capacitacion_Profesional.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=421_Codigo_de_Pesca_y_Acuicultura_II_Capacitacion_Profesional.epub,2026-09-11T05:30:01Z
Código de Pesca y Acuicultura (III) Empresa Pesquera Marítima,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,422_Codigo_de_Pesca_y_Acuicultura_III_Empresa_Pesquera_Maritima,04/09/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=422_Codigo_de_Pesca_y_Acuicultura_III_Empresa_Pesquera_Maritima&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=422_Codigo_de_Pesca_y_Acuicultura_III_Empresa_Pesquera_Maritima.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=422_Codigo_de_Pesca_y_Acuicultura_III_Empresa_Pesquera_Maritima.epub,2026-09-11T05:30:01Z
Código de Pesca y Acuicultura (IV) Espacios Marinos y Actividad Pesquera,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,423_Codigo_de_Pesca_y_Acuicultura_IV_Espacios_Marinos_y_Actividad_Pesquera,16/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=423_Codigo_de_Pesca_y_Acuicultura_IV_Espacios_Marinos_y_Actividad_Pesquera&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=423_Codigo_de_Pesca_y_Acuicultura_IV_Espacios_Marinos_y_Actividad_Pesquera.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=423_Codigo_de_Pesca_y_Acuicultura_IV_Espacios_Marinos_y_Actividad_Pesquera.epub,2026-09-11T05:30:01Z
Código de Pesca y Acuicultura (V) Comunidades Autónomas,"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,420_Codigo_de_Pesca_y_Acuicultura_V_Comunidades_Autonomas,05/12/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=420_Codigo_de_Pesca_y_Acuicultura_V_Comunidades_Autonomas&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=420_Codigo_de_Pesca_y_Acuicultura_V_Comunidades_Autonomas.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=420_Codigo_de_Pesca_y_Acuicultura_V_Comunidades_Autonomas.epub,2026-09-11T05:30:01Z
Derecho Agroalimentario (Agroalimentación y Normativa de Desarrollo),"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,226_Derecho_Agroalimentario_Agroalimentacion_y_Normativa_de_Desarrollo,15/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=226_Derecho_Agroalimentario_Agroalimentacion_y_Normativa_de_Desarrollo&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=226_Derecho_Agroalimentario_Agroalimentacion_y_Normativa_de_Desarrollo.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=226_Derecho_Agroalimentario_Agroalimentacion_y_Normativa_de_Desarrollo.epub,2026-09-11T05:30:01Z
Derecho Agroalimentario (Operaciones en la Industria Agroalimentaria),"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,228_Derecho_Agroalimentario_Operaciones_en_la_Industria_Agroalimentaria,07/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=228_Derecho_Agroalimentario_Operaciones_en_la_Industria_Agroalimentaria&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=228_Derecho_Agroalimentario_Operaciones_en_la_Industria_Agroalimentaria.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=228_Derecho_Agroalimentario_Operaciones_en_la_Industria_Agroalimentaria.epub,2026-09-11T05:30:01Z
Derecho Agroalimentario (Contexto Sectorial de la Industria Agroalimentaria),"Agricultura, Ganadería, Pesca y Alimentación",medio-ambiente,medio-ambiente,247_Derecho_Agroalimentario_Contexto_Sectorial_de_la_Industria_Agroalimentaria,13/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=247_Derecho_Agroalimentario_Contexto_Sectorial_de_la_Industria_Agroalimentaria&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=247_Derecho_Agroalimentario_Contexto_Sectorial_de_la_Industria_Agroalimentaria.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=247_Derecho_Agroalimentario_Contexto_Sectorial_de_la_Industria_Agroalimentaria.epub,2026-09-11T05:30:01Z
Código del País Vasco,Comunidades Autónomas,constitucional,constitucional,231_Codigo_del_Pais_Vasco,14/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=231_Codigo_del_Pais_Vasco&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=231_Codigo_del_Pais_Vasco.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=231_Codigo_del_Pais_Vasco.epub,2026-09-11T05:30:01Z
Código de Derecho Público de Cataluña (Parte general),Comunidades Autónomas,constitucional,constitucional,167_Codigo_de_Derecho_Publico_de_Cataluna__Parte_general,03/10/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=167_Codigo_de_Derecho_Publico_de_Cataluna__Parte_general&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=167_Codigo_de_Derecho_Publico_de_Cataluna__Parte_general.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=167_Codigo_de_Derecho_Publico_de_Cataluna__Parte_general.epub,2026-09-11T05:30:01Z
Código de Derecho Público de Cataluña (Parte especial),Comunidades Autónomas,constitucional,constitucional,201_Codigo_de_Derecho_Publico_de_Cataluna__Parte_especial,18/08/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=201_Codigo_de_Derecho_Publico_de_Cataluna__Parte_especial&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=201_Codigo_de_Derecho_Publico_de_Cataluna__Parte_especial.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=201_Codigo_de_Derecho_Publico_de_Cataluna__Parte_especial.epub,2026-09-11T05:30:01Z
Código de Leyes Civiles de Cataluña,Comunidades Autónomas,constitucional,constitucional,150_Codigo_de_Leyes_Civiles_de_Cataluna,08/11/2024,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=150_Codigo_de_Leyes_Civiles_de_Cataluna&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=150_Codigo_de_Leyes_Civiles_de_Cataluna.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=150_Codigo_de_Leyes_Civiles_de_Cataluna.epub,2026-09-11T05:30:01Z
Código de Galicia,Comunidades Autónomas,constitucional,constitucional,232_Codigo_de_Galicia,18/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=232_Codigo_de_Galicia&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=232_Codigo_de_Galicia.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=232_Codigo_de_Galicia.epub,2026-09-11T05:30:01Z
Código de Andalucía,Comunidades Autónomas,constitucional,constitucional,229_Codigo_de_Andalucia__,28/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=229_Codigo_de_Andalucia__&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=229_Codigo_de_Andalucia__.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=229_Codigo_de_Andalucia__.epub,2026-09-11T05:30:01Z
Código del Principado de Asturias,Comunidades Autónomas,constitucional,constitucional,028_Codigo_del_Principado_de_Asturias,10/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=028_Codigo_del_Principado_de_Asturias&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=028_Codigo_del_Principado_de_Asturias.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=028_Codigo_del_Principado_de_Asturias.epub,2026-09-11T05:30:01Z
Código de Cantabria,Comunidades Autónomas,constitucional,constitucional,233_Codigo_de_Cantabria,28/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=233_Codigo_de_Cantabria&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=233_Codigo_de_Cantabria.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=233_Codigo_de_Cantabria.epub,2026-09-11T05:30:01Z
Código de La Rioja,Comunidades Autónomas,constitucional,constitucional,234_Codigo_de_La_Rioja,17/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=234_Codigo_de_La_Rioja&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=234_Codigo_de_La_Rioja.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=234_Codigo_de_La_Rioja.epub,2026-09-11T05:30:01Z
Código de la Región de Murcia,Comunidades Autónomas,constitucional,constitucional,347_Codigo_de_la_Region_de_Murcia,12/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=347_Codigo_de_la_Region_de_Murcia&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=347_Codigo_de_la_Region_de_Murcia.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=347_Codigo_de_la_Region_de_Murcia.epub,2026-09-11T05:30:01Z
Código de la Comunidad Valenciana,Comunidades Autónomas,constitucional,constitucional,230_Codigo_de_la_Comunidad_Valenciana,03/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=230_Codigo_de_la_Comunidad_Valenciana&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=230_Codigo_de_la_Comunidad_Valenciana.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=230_Codigo_de_la_Comunidad_Valenciana.epub,2026-09-11T05:30:01Z
Código de Aragón,Comunidades Autónomas,constitucional,constitucional,235_Codigo_de_Aragon,20/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=235_Codigo_de_Aragon&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=235_Codigo_de_Aragon.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=235_Codigo_de_Aragon.epub,2026-09-11T05:30:01Z
Código de Castilla-La Mancha,Comunidades Autónomas,constitucional,constitucional,236_Codigo_de_Castilla,26/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=236_Codigo_de_Castilla&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=236_Codigo_de_Castilla.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=236_Codigo_de_Castilla.epub,2026-09-11T05:30:01Z
Código de las Islas Canarias,Comunidades Autónomas,constitucional,constitucional,237_Codigo_de_las_Islas_Canarias,31/07/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=237_Codigo_de_las_Islas_Canarias&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=237_Codigo_de_las_Islas_Canarias.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=237_Codigo_de_las_Islas_Canarias.epub,2026-09-11T05:30:01Z
Código de Navarra,Comunidades Autónomas,constitucional,constitucional,238_Codigo_de_Navarra,03/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=238_Codigo_de_Navarra&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=238_Codigo_de_Navarra.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=238_Codigo_de_Navarra.epub,2026-09-11T05:30:01Z
Código de Extremadura,Comunidades Autónomas,constitucional,constitucional,239_Codigo_de_Extremadura,13/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=239_Codigo_de_Extremadura&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=239_Codigo_de_Extremadura.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=239_Codigo_de_Extremadura.epub,2026-09-11T05:30:01Z
Código de las Islas Baleares,Comunidades Autónomas,constitucional,constitucional,240_Codigo_de_las_Islas_Baleares,21/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=240_Codigo_de_las_Islas_Baleares&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=240_Codigo_de_las_Islas_Baleares.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=240_Codigo_de_las_Islas_Baleares.epub,2026-09-11T05:30:01Z
Código de la Comunidad de Madrid,Comunidades Autónomas,constitucional,constitucional,208_Codigo_de_la_Comunidad_de_Madrid,31/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=208_Codigo_de_la_Comunidad_de_Madrid&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=208_Codigo_de_la_Comunidad_de_Madrid.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=208_Codigo_de_la_Comunidad_de_Madrid.epub,2026-09-11T05:30:01Z
Normativa del Ayuntamiento de Madrid,Comunidades Autónomas,constitucional,constitucional,329_Normativa_del_Ayuntamiento_de_Madrid,24/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=329_Normativa_del_Ayuntamiento_de_Madrid&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=329_Normativa_del_Ayuntamiento_de_Madrid.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=329_Normativa_del_Ayuntamiento_de_Madrid.epub,2026-09-11T05:30:01Z
Código de Castilla y León,Comunidades Autónomas,constitucional,constitucional,241_Codigo_de_Castilla_y_Leon,20/01/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=241_Codigo_de_Castilla_y_Leon&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=241_Codigo_de_Castilla_y_Leon.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=241_Codigo_de_Castilla_y_Leon.epub,2026-09-11T05:30:01Z
Código de Derecho Urbanístico estatal,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,069_Codigo_de_Derecho_Urbanistico_estatal,17/06/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=069_Codigo_de_Derecho_Urbanistico_estatal&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=069_Codigo_de_Derecho_Urbanistico_estatal.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=069_Codigo_de_Derecho_Urbanistico_estatal.epub,2026-09-11T05:30:01Z
Código de Urbanismo del País Vasco,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,074_Codigo_de_Urbanismo_del_Pais_Vasco,09/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=074_Codigo_de_Urbanismo_del_Pais_Vasco&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=074_Codigo_de_Urbanismo_del_Pais_Vasco.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=074_Codigo_de_Urbanismo_del_Pais_Vasco.epub,2026-09-11T05:30:01Z
Código de Urbanismo de Cataluña,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,079_Codigo_de_Urbanismo_de_Cataluna,16/03/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=079_Codigo_de_Urbanismo_de_Cataluna&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=079_Codigo_de_Urbanismo_de_Cataluna.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=079_Codigo_de_Urbanismo_de_Cataluna.epub,2026-09-11T05:30:01Z
Código de Urbanismo de Galicia,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,072_Codigo_de_Urbanismo_de_Galicia,22/06/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=072_Codigo_de_Urbanismo_de_Galicia&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=072_Codigo_de_Urbanismo_de_Galicia.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=072_Codigo_de_Urbanismo_de_Galicia.epub,2026-09-11T05:30:01Z
Código de Urbanismo de Andalucía,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,060_Codigo_de_Urbanismo_de_Andalucia,06/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=060_Codigo_de_Urbanismo_de_Andalucia&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=060_Codigo_de_Urbanismo_de_Andalucia.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=060_Codigo_de_Urbanismo_de_Andalucia.epub,2026-09-11T05:30:01Z
Código de Urbanismo del Principado de Asturias,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,026_Codigo_de_Urbanismo_del_Principado_de_Asturias,16/12/2025,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=026_Codigo_de_Urbanismo_del_Principado_de_Asturias&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=026_Codigo_de_Urbanismo_del_Principado_de_Asturias.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=026_Codigo_de_Urbanismo_del_Principado_de_Asturias.epub,2026-09-11T05:30:01Z
Código de Urbanismo de Cantabria,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,073_Codigo_de_Urbanismo_de_Cantabria,14/05/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=073_Codigo_de_Urbanismo_de_Cantabria&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=073_Codigo_de_Urbanismo_de_Cantabria.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=073_Codigo_de_Urbanismo_de_Cantabria.epub,2026-09-11T05:30:01Z
Código de Urbanismo de La Rioja,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,056_Codigo_de_Urbanismo_de_La_Rioja,13/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=056_Codigo_de_Urbanismo_de_La_Rioja&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=056_Codigo_de_Urbanismo_de_La_Rioja.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=056_Codigo_de_Urbanismo_de_La_Rioja.epub,2026-09-11T05:30:01Z
Código de Urbanismo de la Región de Murcia,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,051_Codigo_de_Urbanismo_de_la_Region_de_Murcia,14/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=051_Codigo_de_Urbanismo_de_la_Region_de_Murcia&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=051_Codigo_de_Urbanismo_de_la_Region_de_Murcia.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=051_Codigo_de_Urbanismo_de_la_Region_de_Murcia.epub,2026-09-11T05:30:01Z
Código de Urbanismo de la Comunidad Valenciana,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,013_Codigo_de_Urbanismo_de_la_Comunidad_Valenciana,23/07/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=013_Codigo_de_Urbanismo_de_la_Comunidad_Valenciana&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=013_Codigo_de_Urbanismo_de_la_Comunidad_Valenciana.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=013_Codigo_de_Urbanismo_de_la_Comunidad_Valenciana.epub,2026-09-11T05:30:01Z
Código de Urbanismo de Aragón,Derecho Urbanístico,territorio-vivienda,territorio-vivienda,047_Codigo_de_Urbanismo__de_Aragon,24/08/2026,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=047_Codigo_de_Urbanismo__de_Aragon&tipo=C&modo=2,https://www.boe.es/biblioteca_juridica/codigos/abrir_pdf.php?fich=047_Codigo_de_Urbanismo__de_Aragon.pdf,https://www.boe.es/biblioteca_juridica/codigos/abrir_epub.php?fich=047_Codigo_de_Urbanismo__de_Aragon.epub,2026-09-11T05:30:01Z
